Number,coords.x1,coords.x2
1004,452863.3044,7720177.618
1005,524933.3789,7720224.811
1006,431331.4403,7721040.135
1007,458476.947,7721128.314
1008,422902.5207,7721940.04
1009,477196.3222,7722099.865
1010,507150.6941,7722113.681
1011,410727.7538,7722816.559
1012,417281.1399,7722849.757
1013,436940.8691,7722934.169
1014,463151.032,7723947.462
1015,483747.066,7723979.66
1016,495917.3695,7723986.946
1017,426630.8606,7725701.56
1018,453784.0065,7725797.069
1019,468764.7158,7725831.196
1020,491235.5209,7725857.633
1021,406026.0025,7726536.559
1022,421008.4883,7726612.75
1023,479062.7092,7726783.309
1024,504343.6713,7726795.642
1025,570824.4138,7726648.723
1026,459397.3239,7727684.108
1027,534308.2873,7727697.964
1028,499661.9806,7728668.958
1029,412566.4581,7729380.97
1030,433170.4465,7729474.292
1031,474376.7985,7729586.145
1032,514645.7386,7729599.124
1033,482804.263,7730533.254
1034,407873.5003,7731229.526
1035,419113.4565,7731286.572
1036,489359.4497,7731475.174
1037,494978.9834,7731477.755
1038,509027.8103,7731476.104
1039,463132.7792,7732375.256
1040,456573.8036,7733296.505
1041,468750.9714,7733323.155
1042,581155.9158,7733158.744
1043,429404.9272,7734142.496
1044,503408.8394,7734288.15
1045,437832.5945,7735112.094
1046,478115.5512,7735211.236
1047,484673.1336,7735218.381
1048,410658.9906,7735928.464
1049,498724.9869,7736162.032
1050,538072.6884,7736119.655
1051,574610.9362,7735999.149
1052,461248.8404,7737055.02
1053,473428.6382,7737078.295
1054,490292.8427,7737096.194
1055,553065.4577,7737016.571
1056,444381.2468,7737945.415
1057,542761.6844,7737982.403
1058,422826.1923,7738798.766
1059,455622.4939,7738915.285
1060,505283.7737,7738972.03
1061,557756.4248,7738875.345
1062,416257.5732,7740642.158
1063,435000.7236,7740723.572
1064,465925.9261,7740813.043
1065,567134.1596,7740715.334
1066,429373.9717,7741638.48
1067,471547.0394,7741760.445
1068,484667.2547,7741777.213
1069,494975.9543,7741783.339
1070,539022.3708,7741739.628
1071,439679.8304,7742615.098
1072,450923.9614,7743588.248
1073,457484.8991,7743605.772
1074,419988.7468,7744409.156
1075,479978.189,7744584.081
1076,499661.6654,7744595.763
1077,557775.3875,7744498.466
1078,433104.4943,7746340.157
1079,565281.2782,7746346.371
1080,442475.8362,7747311.592
1081,462160.9286,7748303.743
1082,569976.1922,7748202.926
1083,487473.248,7749278.377
1084,501536.6993,7749282.872
1085,509037.2048,7749280.566
1086,495911.0984,7750220.044
1087,470593.8265,7751133.042
1088,481845.8778,7751148.592
1089,546545.151,7751095.218
1090,422767.1491,7751922.614
1091,434020.3605,7751969.422
1092,445273.3945,7752008.873
1093,539045.8105,7752051.58
1094,564364.8857,7751975.535
1095,428389.8785,7752884.731
1096,476217.2695,7753017.181
1097,513728.7647,7753965.925
1098,532485.2445,7753940.773
1099,556869.0533,7753877.549
1100,569064.9681,7754770.887
1101,505288.9671,7755846.322
1102,522171.572,7755832.882
1103,451824.4877,7756717.824
1104,480901.9729,7756774.509
1105,494033.5962,7756784.047
1106,562506.3774,7756671.86
1107,432122.6841,7757589.625
1108,463076.3501,7758621.652
1109,469642.943,7758634.443
1110,551255.9013,7758585.063
1111,457445.5038,7759546.818
1112,443370.1936,7760444.61
1113,486526.8906,7760532.121
1114,540941.3054,7760488.888
1115,555955.5238,7761385.048
1116,498723.0385,7762413.776
1117,511858.9224,7762409.759
1118,452744.5277,7763287.622
1119,522181.2047,7763337.915
1120,582236.1314,7763156.776
1121,459310.7536,7764242.678
1122,479955.2966,7764278.879
1123,491215.8672,7764288.252
1124,436785.579,7765113.559
1125,472446.7286,7765206.974
1126,517491.4404,7765220.054
1127,431151.0099,7766030.602
1128,447105.8127,7766086.633
1129,558786.2304,7766067.651
1130,463996.8719,7767068.47
1131,485583.2453,7767099.852
1132,540956.8411,7767057.478
1133,442407.0239,7767948.806
1134,497784.0407,7768044.259
1135,455545.1352,7768926.079
1136,476195.3204,7768966.685
1137,509986.1503,7768980.135
1138,522188.4117,7768968.826
1139,515618.8015,7769914.643
1140,556924.5955,7770767.115
1141,436761.6387,7771684.092
1142,461170.7403,7771755.762
1143,466803.5286,7771767.434
1144,449902.3764,7772665.779
1145,481823.2156,7772728.445
1146,488395.0809,7772734.072
1147,563502.8503,7772621.99
1148,533461.136,7773644.627
1149,542850.1464,7773624.035
1150,444263.1772,7774526.472
1151,520317.7201,7774603.859
1152,470552.3513,7775529.78
1153,494027.132,7775553.656
1154,510928.9143,7775551.251
1155,538159.7497,7775512.867
1156,666817.4316,7774755.549
1157,476185.0363,7776477.416
1158,559760.25,7776391.192
1159,500600.1107,7777432.746
1160,448946.9991,7778297.132
1161,463973.538,7778334.653
1162,516565.53,7778364.002
1163,439552.0358,7779206.306
1164,454579.5299,7779251.906
1165,525019.1723,7779293.095
1166,480876.1308,7780239.774
1167,535352.2671,7780214.447
1168,541927.0566,7780199.89
1169,487450.1574,7781185.007
1170,460208.3574,7782083.513
1171,555082.6845,7782041.989
1172,472418.4663,7783046.436
1173,500600.3045,7783068.19
1174,548509.7116,7783000.877
1175,442354.2107,7783912.59
1176,464901.3639,7783972.389
1177,509994.7666,7784004.76
1178,515631.4327,7784000.63
1179,450806.8104,7784877.915
1180,540059.3082,7784901.217
1181,492144.5084,7785884.84
1182,524089.0393,7785870.024
1183,456439.2223,7786771.985
1184,477110.5419,7786811.211
1185,552278.6125,7786748.125
1186,487445.4375,7787761.292
1187,506238.3331,7787764.68
1188,545703.7373,7787706.168
1189,461133.1078,7788662.362
1190,481806.5819,7788696.017
1191,560741.7645,7788600.196
1192,495901.8046,7789644.702
1193,513756.9714,7789639.784
1194,641572.456,7789073.585
1195,469587.2106,7790558.587
1196,454547.8121,7791465.913
1197,500600.5945,7791524.762
1198,547595.8217,7792400.13
1199,603053.227,7792162.202
1200,447023.1778,7793324.676
1201,463942.5787,7793367.556
1202,509060.1801,7793402.227
1203,523159.4187,7793389.297
1204,475220.7247,7794327.066
1205,483680.7339,7794336.959
1206,494020.7129,7794343.519
1207,541020.7995,7794296.66
1208,518461.6397,7795274.865
1209,488379.4856,7796220.791
1210,502480.9502,7796224.455
1211,470515.9751,7797140.053
1212,527865.1435,7797142.691
1213,535386.4045,7797129.174
1214,452650.3552,7798041.255
1215,511883.1987,7798100.915
1216,545730.6535,7798045.534
1217,458289.4354,7798995.763
1218,464869.4008,7799950.405
1219,516585.9679,7799977.616
1220,482734.2804,7800917.29
1221,445116.8491,7801780.733
1222,473329.3258,7801845.954
1223,491196.9608,7801863.921
1224,537276.6715,7801826.729
1225,498720.0831,7802806.494
1226,454516.2401,7803688.427
1227,460159.343,7803702.063
1228,505303.5061,7803746.218
1229,554210.006,7803663.789
1230,577723.5859,7803575.932
1231,522233.7047,7804673.545
1232,466739.3865,7805596.812
1233,485551.4843,7805622.205
1234,547631.405,7805563.92
1235,439458.1352,7806465.077
1236,535405.2757,7806533.284
1237,478965.0319,7807496.902
1238,494016.2465,7807508.397
1239,500601.1396,7807509.399
1240,510948.8322,7807506.021
1241,517533.7392,7807500.719
1242,457324.1738,7809339.473
1243,474258.7722,7809372.194
1244,575866.6858,7809228.355
1245,505305.4812,7810330.937
1246,525063.3644,7810313.999
1247,452615.043,7811209.253
1248,463906.0423,7811235.848
1249,487428.6759,7811268.146
1250,512833.642,7812208.884
1251,543887.5777,7813100.208
1252,459194.9781,7814048.612
1253,498719.2664,7814095.48
1254,518481.3112,7814085.903
1255,534479.2633,7814062.03
1256,491190.4068,7815034.415
1257,468602.2694,7815949.974
1258,504366.0208,7815977.187
1259,524130.1883,7815961.333
1260,529777.1236,7815952.764
1261,572130.0572,7815831.268
1262,484601.0744,7816912.225
1263,440360.8475,7817760.09
1264,477070.2439,7817845.334
1265,447888.3279,7818725.057
1266,515662.3041,7818794.498
1267,500601.5543,7819742.706
1268,547669.3327,7819678.87
1269,464828.3236,7820649.348
1270,471418.1779,7820661.147
1271,521312.3678,7820671.333
1272,494011.4859,7821624.504
1273,505308.8556,7821624.72
1274,487420.6835,7822562.543
1275,441283.5047,7823411.818
1276,481769.7619,7824440.762
1277,526966.4862,7824429.694
1278,501543.392,7825391.632
1279,510959.8579,7825388.333
1280,538267.7957,7825350.668
1281,463875.4675,7826296.824
1282,469525.711,7826307.362
1283,558987.6608,7826235.925
1284,458222.9972,7827226.235
1285,475174.6243,7827257.838
1286,489300.8579,7827271.886
1287,496834.8263,7827274.809
1288,564641.4786,7827158.124
1289,530739.3907,7828190.424
1290,439381.1575,7829055.917
1291,484590.4967,7829152.041
1292,521322.4935,7829145.967
1293,452564.9044,7830037.654
1294,508137.0617,7830098.699
1295,515672.2287,7830093.684
1296,535452.1581,7830065.418
1297,471401.5866,7831019.618
1298,526034.4874,7831023.532
1299,541105.7786,7830995.26
1300,500601.967,7831984.428
1301,477992.9249,7832912.938
1302,488355.433,7832922.672
1303,494949.7401,7832925.745
1304,465744.4575,7833835.786
1305,448783.7587,7834737.491
1306,532635.0216,7834780.941
1307,442185.5139,7835659.639
1308,482700.4335,7835744.466
1309,510966.2066,7835749.456
1310,460085.5266,7836650.638
1311,526984.9484,7836674.737
1312,471391.0631,7837614.499
1313,492121.5401,7837635.562
1314,498717.5088,7838579.561
1315,506256.2299,7838578.517
1316,454422.4044,7840406.618
1317,487408.0998,7840459.976
1318,595791.7494,7840209.209
1319,444052.3547,7841319.845
1320,475155.0449,7841389.691
1321,481752.4963,7841397.594
1322,530762.0129,7841380.546
1323,461958.0731,7842309.156
1324,515682.9314,7842342.529
1325,468554.2766,7843264.466
1326,508143.0449,7843290.083
1327,450642.218,7844166.917
1328,493060.9231,7845175.862
1329,527941.8339,7846098.258
1330,458176.9185,7847014.186
1331,464776.5145,7847028.279
1332,537371.2456,7847023.958
1333,445917.5905,7847924.446
1334,502488.1712,7848005.305
1335,543973.1513,7847951.908
1336,474201.7565,7848929.905
1337,496831.0042,7848948.056
1338,510974.2499,7848944.999
1339,453455.6045,7849831.282
1340,566608.8713,7849768.444
1341,480799.9679,7850823.999
1342,486457.8718,7850829.124
1343,459106.915,7852674.041
1344,538326.0462,7852679.661
1345,467593.0654,7853634.35
1346,445897.8385,7854525.695
1347,500602.7237,7854606.506
1348,506261.7918,7854605.433
1349,529841.3324,7854581.928
1350,452497.7946,7855487.443
1351,482681.425,7855541.441
1352,518524.0905,7855540.248
1353,557197.0474,7855459.429
1354,594928.5407,7855301.011
1355,489283.4701,7856489.801
1356,461926.2894,7857396.302
1357,494942.6044,7858378.915
1358,705346.3424,7857217.389
1359,442109.9401,7859230.704
1360,457205.1291,7859272.571
1361,466639.5106,7859292.362
1362,512867.3904,7859318.458
1363,522302.8141,7860252.771
1364,537398.5185,7860227.957
1365,446821.6881,7861132.138
1366,478901.921,7861197.713
1367,527966.5914,7862131.994
1368,555330.6618,7862069.296
1369,566653.9627,7862031.301
1370,592136.8995,7862863.698
1371,454362.953,7863983.512
1372,486448.0059,7864035.701
1373,533631.5606,7864009.665
1374,493053.3306,7864983.114
1375,580820.932,7864805.018
1376,441145.1027,7865833.081
1377,448695.4807,7865855.917
1378,515703.3703,7865921.411
1379,562892.5572,7865819.585
1380,462850.3491,7866834.1
1381,572334.4346,7866728.39
1382,476062.6542,7867800.095
1383,482669.7316,7867807.574
1384,497771.5705,7867815.676
1385,432640.3761,7868635.306
1386,552518.9142,7868684.081
1387,558182.579,7868666.892
1388,444908.8915,7869620.47
1389,455292.7498,7869648.867
1390,489275.1278,7870644.472
1391,523259.5492,7870632.804
1392,440182.7277,7871493.703
1393,450567.7157,7871524.763
1394,509099.8223,7871589.391
1395,587463.67,7872326.414
1396,461892.7253,7873440.156
1397,560086.0066,7873381.13
1398,478886.6218,7874411.868
1399,530818.0604,7874398.091
1400,457167.435,7875318.155
1401,487383.8459,7875363.934
1402,552540.6275,7876237.171
1403,564817.0267,7876197.823
1404,442997.3562,7877168.192
1405,501547.8262,7877256.825
1406,507213.9363,7877255.469
1407,514768.76,7877250.936
1408,521379.2448,7877244.413
1409,451494.2784,7878137.071
1410,482659.8815,7878193.062
1411,557268.2015,7878111.782
1412,475103.3599,7879128.786
1413,425986.7898,7879940.843
1414,456209.6232,7880982.44
1415,494936.0608,7881978.557
1416,553501.4932,7881901.306
1417,525164.4466,7882906.638
1418,684832.0229,7881993.911
1419,490212.0766,7883865.936
1420,473206.1784,7884793.736
1421,478874.6573,7884801.123
1422,484543.1203,7884806.762
1423,548785.9095,7884748.538
1424,426908.7922,7885612.82
1425,446750.231,7885680.955
1426,502493.3319,7885757.855
1427,558236.6016,7885665.844
1428,455248.9609,7887593.32
1429,468477.5771,7887620.718
1430,442014.2258,7889446.355
1431,482649.1823,7889529.401
1432,522338.5266,7889524.031
1433,428780.2097,7890345.042
1434,448626.6889,7890411.014
1435,504384.034,7890482.053
1436,555416.3487,7890399.307
1437,573372.7615,7890336.601
1438,435392.4519,7891314.505
1439,476976.8992,7891413.265
1440,495878.5402,7891427.17
1441,510054.7414,7891424.89
1442,540299.5938,7892328.741
1443,466575.797,7894232.854
1444,423089.9966,7895048.336
1445,443887.0208,7895123.168
1446,451449.4344,7895144.578
1447,485479.679,7895202.634
1448,545977.5364,7895151.157
1449,479806.9875,7896142.611
1450,507221.3467,7896152.225
1451,433481.7868,7896979.412
1452,472242.9482,7897078.16
1453,496822.6447,7897098.707
1454,502494.9925,7898044.206
1455,439148.0424,7898889.848
1456,489258.5838,7898986.702
1457,465620.0225,7899903.413
1458,426848.908,7900736.523
1459,443869.8229,7900795.872
1460,450488.9659,7900814.732
1461,476963.9531,7901812.128
1462,484528.8739,7901819.981
1463,564906.8392,7901712.863
1464,434407.1212,7902656.141
1465,506278.2675,7902771.006
1466,470341.6013,7903694.063
1467,544107.2036,7903665.359
1468,421159.1008,7904496.161
1469,491146.8105,7904661.375
1470,440072.1666,7905512.638
1471,526141.1737,7905590.878
1472,426826.5455,7906411.1
1473,447636.1942,7906481.354
1474,560193.9069,7906457.653
1475,480740.5337,7907490.998
1476,497766.7627,7907500.834
1477,508171.6676,7907499.173
1478,432495.0996,7908324.466
1479,458036.554,7908399.583
1480,473170.5611,7909373.535
1481,487360.5688,7909388.575
1482,540338.659,7910295.211
1483,421131.0359,7911118.08
1484,442889.3721,7912143.613
1485,425854.2767,7913029.894
1486,481680.8573,7913168.241
1487,493981.3278,7913176.264
1488,503443.2132,7913176.917
1489,456131.2596,7914071.895
1490,546970.6402,7914064.347
1491,438149.0789,7914967.279
1492,473161.0322,7915996.738
1493,489248.7477,7916012.922
1494,432464.2708,7916840.369
1495,452336.5714,7917848.038
1496,499658.373,7917908.772
1497,513854.8045,7917903.643
1498,535622.8073,7917874.849
1499,440026.5464,7919705.659
1500,476941.72,7919787.527
1501,482620.8893,7919793.661
1502,423930.9762,7920593.796
1503,447596.3501,7920674.963
1504,546987.2864,7920689.335
1505,487352.2417,7921690.603
1506,493978.5853,7921693.904
1507,553616.1815,7921618.165
1508,458004.652,7922594.479
1509,470311.502,7922618.008
1510,565926.0488,7922525.599
1511,576339.9676,7922486.085
1512,529006.5291,7923565.778
1513,435277.3825,7924423.332
1514,497764.613,7925481.599
1515,420120.2479,7926258.722
1516,425801.7683,7926282.024
1517,440952.2423,7926335.759
1518,462728.6711,7927338.491
1519,476932.4075,7927361.292
1520,492082.9496,7927373.781
1521,561207.9375,7927275.775
1522,431472.8803,7929144.543
1523,499658.1488,7930216.379
1524,469350.9273,7931138.512
1525,481663.2693,7931154.527
1526,518600.0924,7931154.269
1527,555537.4717,7931081.555
1528,424832.1499,7931960.62
1529,441881.5846,7932020.931
1530,448511.8144,7932040.218
1531,580167.2766,7931940.009
1532,476925.4421,7933043.621
1533,488291.7868,7933054.108
1534,561226.4206,7932958.304
1535,436192.0729,7933897.011
1536,420084.0695,7934782.974
1537,429557.5298,7934820.723
1538,471237.9144,7935877.622
1539,495868.7064,7935899.082
1540,446604.0618,7936771.411
1541,482605.1276,7936838.882
1542,549869.745,7936781.051
1543,463655.5018,7937759.346
1544,414382.7394,7938547.875
1545,558402.3176,7938651.542
1546,426697.1264,7939547.208
1547,535664.086,7939655.63
1548,475968.6026,7940621.543
1549,458910.0419,7941539.809
1550,492076.9837,7941582.74
1551,565044.7095,7941472.665
1552,421943.5778,7943318.983
1553,471226.3851,7943457.89
1554,484494.462,7943473.39
1555,550834.9734,7943411.553
1556,412461.3415,7944225.393
1557,540411.895,7944384.405
1558,465534.8693,7946291.797
1559,534728.7062,7946291.316
1560,488282.9874,7947267.355
1561,453207.8364,7948161.273
1562,475958.991,7948203.686
1563,416231.782,7948982.285
1564,441829.1744,7949077.86
1565,544214.0539,7949115.449
1566,410538.8604,7949904.469
1567,471216.3267,7950093.112
1568,552748.8924,7950041.739
1569,420964.2388,7950898.807
1570,457941.4049,7951016.479
1571,539477.9063,7951022.008
1572,446561.3389,7951936.073
1573,463628.2469,7951976.333
1574,430438.8159,7952832.213
1575,476900.0423,7953893.454
1576,484485.9513,7953901.14
1577,412413.3083,7954654.514
1578,548020.4866,7954795.236
1579,406718.4656,7955575.918
1580,422837.5148,7956596.371
1581,542334.8766,7956705.414
1582,468359.5678,7957674.554
1583,429469.5391,7958519.011
1584,535699.6785,7958615.86
1585,438003.1084,7959497.157
1586,452231.3445,7959538.015
1587,474996.1069,7959581.356
1588,480687.2421,7959587.954
1589,568900.5955,7959473.515
1590,408592.604,7960327.77
1591,401947.1328,7961243.56
1592,463610.1668,7961460.232
1593,545191.2808,7961441.466
1594,470247.5791,7963369.047
1595,456963.3728,7964292.554
1596,475937.4759,7965274.562
1597,405718.6162,7966006.743
1598,461703.4321,7966200.251
1599,548049.0819,7966178.298
1600,443672.1111,7967104.681
1601,540460.1459,7967144.701
1602,400015.0554,7967875.904
1603,434179.5313,7968023.441
1604,428482.0595,7968952.092
1605,454105.7037,7969030.409
1606,469289.7494,7969060.687
1607,479728.6853,7969074.541
1608,411394.7008,7969829.978
1609,447457.4256,7970911.512
1610,474981.2514,7970967.028
1611,535722.6622,7970950.12
1612,551857.3846,7970913.373
1613,438912.3778,7971835.415
1614,519589.1114,7971922.437
1615,460740.9966,7972841.521
1616,541421.3295,7972836.988
1617,466434.4734,7973801.506
1618,561357.6097,7973733.003
1619,643000.5493,7973299.746
1620,400929.875,7974525.272
1621,453142.8242,7974723.023
1622,414216.6578,7975538.406
1623,407561.7688,7977406.585
1624,528139.6349,7977607.501
1625,592702.2587,7977405.318
1626,457880.9766,7978531.503
1627,477819.7697,7978564.709
1628,545231.4712,7978524.461
1629,648733.8404,7978004.442
1630,446484.5933,7979452.789
1631,471172.1177,7979505.416
1632,551880.3819,7979457.251
1633,465473.3468,7980445.611
1634,536689.8225,7980441.625
1635,402795.1401,7981181.657
1636,453126.685,7981369.206
1637,439828.9748,7982282.058
1638,530045.852,7982352.311
1639,558538.6193,7983236.777
1640,541445.7844,7984230.666
1641,548094.0772,7984215.294
1642,659235.327,7984570.304
1643,461663.811,7986136.674
1644,468312.6986,7986148.684
1645,535754.288,7988041.392
1646,556653.0561,7987991.622
1647,598452.4338,7987824.536
1648,435058.2808,7988915.647
1649,563305.8681,7988921.051
1650,452155.9642,7989915.339
1651,543358.033,7989925.873
1652,582310.3691,7989799.847
1653,403697.6443,7990685.663
1654,457852.056,7991828.704
1655,621277.3239,7991496.1
1656,448343.1848,7994656.398
1657,531965.4911,7994698.683
1658,666917.4758,7994009.392
1659,400822.9425,7995422.725
1660,414124.1126,7996436.316
1661,453089.967,7996569.056
1662,558578.7239,7996537.477
1663,541474.165,7997531.766
1664,651731.4741,7996985.52
1665,548129.3558,7998466.914
1666,604208.5838,7998247.968
1667,634627.2183,7998061.766
1668,418860.3637,8000258.68
1669,459734.6348,8000385.727
1670,565244.0924,8000318.253
1671,580453.3756,8000261.519
1672,657458.3072,7999792.445
1673,398892.5938,8001116.189
1674,499656.8777,8001377.779
1675,435964.571,8002223.501
1676,445471.109,8002252.329
1677,453076.2595,8002272.062
1678,539582.9931,8002288.304
1679,409341.1159,8003068.911
1680,508212.8135,8003277.292
1681,574760.7584,8003136.14
1682,628004.0757,8002860.151
1683,402676.3675,8004938.547
1684,586177.9067,8004990.778
1685,396966.199,8005860.245
1686,569069.8704,8006960.333
1687,600455.2379,8007775.597
1688,434991.8213,8008876.123
1689,449256.4503,8008918.203
1690,506313.3243,8008982.809
1691,411212.4539,8009733.984
1692,443547.8937,8009853.613
1693,575737.2057,8009788.676
1694,650883.4729,8010306.17
1695,395985.035,8011561.543
1696,401692.1504,8011590.927
1697,515825.036,8011830.48
1698,570988.8674,8011708.618
1699,749847.7602,8010248.154
1700,587162.5358,8012594.728
1701,549117.9425,8013677.772
1702,628072.3747,8013322.132
1703,445434.0932,8015565.923
1704,455898.2585,8015592.142
1705,607153.7793,8015349.953
1706,405474.0036,8016366.03
1707,412129.5306,8017348.274
1708,422595.2163,8017392.155
1709,496802.533,8017543.889
1710,506316.0732,8017543.136
1711,399755.8774,8018240.73
1712,576721.631,8018346.278
1713,669023.5793,8017771.106
1714,674742.279,8018673.072
1715,416874.656,8020223.395
1716,429244.8602,8020271.611
1717,586244.6486,8020210.013
1718,685220.8747,8019529.383
1719,395929.7716,8022027.437
1720,447318.8923,8022231.268
1721,409248.9713,8023044.811
1722,634796.8756,8022793.552
1723,403533.9989,8023969.524
1724,420665.6189,8024045.655
1725,595778.8889,8023972.863
1726,601489.5536,8023944.387
1727,453973.5108,8025102.926
1728,689073.8549,8024253.2
1729,704307.9219,8024101.766
1730,496801.1466,8026107.932
1731,509174.1131,8026106.065
1732,578654.8569,8025951.97
1733,397808.5849,8026796.41
1734,444450.6921,8026982.102
1735,699575.9557,8027006.98
1736,405414.8147,8028738.135
1737,610082.1431,8028658.165
1738,411122.5043,8029716.566
1739,433018.8216,8029802.566
1740,550110.1551,8029852.346
1741,604375.0021,8029641.093
1742,754839.9741,8028278.822
1743,417782.7466,8030697.341
1744,633896.5248,8030416.03
1745,399688.3553,8031566.303
1746,498704.3068,8031819.569
1747,427296.3595,8032638.682
1748,565351.3093,8032664.221
1749,443479.8713,8033643.45
1750,421575.9697,8034521.353
1751,519652.0503,8034666.232
1752,408240.0212,8035416.617
1753,438713.1624,8035533.781
1754,578696.3523,8036424.884
1755,602505.2469,8036316.557
1756,399654.7426,8038232.449
1757,480609.0146,8038475.581
1758,541560.3164,8038441.689
1759,499656.2155,8039437.391
1760,393929.7774,8040107.908
1761,405360.4641,8040165.397
1762,424411.0135,8040246.656
1763,493941.4952,8040388.902
1764,691124.596,8039474.461
1765,414881.7625,8041160.85
1766,475843.7328,8041327.682
1767,442502.9816,8042212.066
1768,468222.1835,8042269.538
1769,484415.4903,8042288.735
1770,430116.052,8043125.198
1771,461550.6374,8044163.022
1772,421531.0345,8045951.539
1773,581592.2809,8045939.051
1774,390082.8171,8046756.452
1775,472978.5014,8047039.86
1776,518711.4732,8047049.348
1777,396748.126,8047744.855
1778,410088.9016,8047809.159
1779,443439.3989,8047931.053
1780,467260.2777,8047984.133
1781,416755.1949,8048790.889
1782,513948.9438,8048958.863
1783,405315.3818,8049693.121
1784,506326.365,8049915.599
1785,523478.6858,8049902.856
1786,602573.6805,8049654.329
1787,752247.1032,8049284.035
1788,426273.9322,8051687.145
1789,459629.9855,8051781.914
1790,577803.3063,8051671.761
1791,394817.2901,8052500.163
1792,411973.7931,8052582.664
1793,469158.6035,8052751.84
1794,475829.9387,8052760.973
1795,481548.207,8052767.039
1796,493937.7463,8052774.598
1797,533965.5649,8052746.801
1798,400531.4766,8053482.459
1799,516811.5179,8053721.544
1800,389087.7883,8054375.836
1801,407199.3586,8054467.57
1802,441514.2697,8054596.64
1803,464389.9694,8054650.156
1804,650263.113,8054120.297
1805,524438.5506,8055619.995
1806,415770.2991,8056411.83
1807,454854.2164,8056537.415
1808,504422.0235,8056587.548
1809,480589.6465,8058485.218
1810,486309.5288,8058489.915
1811,396689.3503,8059183.231
1812,422432.3186,8059298.699
1813,468195.0114,8059422.814
1814,513002.8619,8059443.705
1815,530163.3602,8059425.337
1816,460566.1919,8060362.736
1817,475819.6393,8061340.216
1818,495842.056,8061354.271
1819,534933.4979,8061324.47
1820,637915.2397,8060883.518
1821,402396.293,8062072.306
1822,409071.3909,8062103.465
1823,431956.796,8062193.54
1824,439585.0744,8062217.802
1825,445306.2318,8062234.106
1826,503469.7874,8062307.87
1827,388086.894,8062951.752
1828,522540.7131,8063249.11
1829,743814.831,8061790.462
1830,425274.9272,8064077.138
1831,509191.6036,8064213.15
1832,392845.1008,8064885.006
1833,451020.417,8065109.542
1834,491073.1385,8065166.874
1835,580715.9314,8065007.795
1836,616957.7065,8064830.697
1837,655110.6625,8064574.081
1838,398562.7687,8065868.272
1839,483443.3368,8066115.72
1840,527312.2892,8066104.063
1841,419541.6797,8066916.331
1842,433848.2762,8066968.126
1843,441478.3343,8066991.616
1844,471997.9029,8067056.823
1845,497748.3103,8067076.06
1846,514915.2079,8067070.692
1847,586446.2807,8066891.651
1848,564512.4518,8067927.207
1849,571189.1198,8067904.845
1850,404271.8898,8068757.654
1851,414764.7102,8068804.495
1852,427165.0478,8068852.847
1853,456734.1567,8068937.531
1854,462457.095,8068948.939
1855,448147.2504,8069871.246
1856,632249.5078,8069506.313
1857,475808.242,8070876.986
1858,511102.4261,8070888.37
1859,530180.43,8070868.962
1860,593140.4235,8070677.635
1861,392809.7843,8071562.343
1862,443372.5167,8071766.35
1863,519688.4331,8071835.778
1864,743918.2844,8070379.797
1865,408070.1992,8072591.256
1866,471036.0052,8072778.638
1867,497747.6748,8072799.163
1868,503471.5851,8072798.991
1869,400432.8619,8073509.39
1870,597924.1869,8073517.373
1871,427144.5089,8074576.826
1872,453859.6692,8074654.997
1873,460538.3278,8074669.055
1874,482482.2513,8074699.801
1875,559763.103,8074619.521
1876,577891.4827,8074558.158
1877,638960.4755,8074232.499
1878,420461.8228,8075505.963
1879,532095.7762,8075636.127
1880,633241.0975,8075225.111
1881,769744.3395,8073872.854
1882,474847.2569,8076600.046
1883,493930.5952,8076614.681
1884,508243.0594,8076613.917
1885,516830.5508,8076608.628
1886,603663.6047,8076351.615
1887,405185.7268,8077349.063
1888,441448.0841,8077485.604
1889,447173.5342,8077501.26
1890,431902.3785,8078410.214
1891,393723.9724,8079201.274
1892,399450.4454,8079230.322
1893,416629.4382,8079307.813
1894,467209.2643,8079451.909
1895,480569.542,8079469.02
1896,574092.2996,8079343.644
1897,596997.3375,8079247.533
1898,608450.2652,8079189.823
1899,627539.2017,8079079.336
1900,693404.9715,8078560.827
1901,700087.946,8078496.321
1902,460527.2326,8080394.408
1903,523514.134,8080419.047
1904,427120.6143,8081256.84
1905,487248.4554,8081382.981
1906,529241.6034,8081366.016
1907,601778.8787,8081133.176
1908,723023.4415,8080168.243
1909,410890.6699,8082146.941
1910,421390.248,8082190.062
1911,513017.5407,8082337.225
1912,580784.1703,8082181.575
1913,437613.5822,8083200.577
1914,448113.2091,8083229.941
1915,472930.0478,8083277.895
1916,560745.6447,8084160.069
1917,585564.6953,8084071.245
1918,716369.482,8083105.071
1919,405150.2447,8084984.929
1920,466245.4897,8085177.017
1921,503473.6987,8085204.577
1922,595115.2187,8084983.696
1923,709694.2417,8084129.767
1924,509201.5259,8086157.391
1925,636174.1019,8085706.347
1926,414688.8089,8086936.351
1927,476743.6399,8087100.883
1928,609445.5953,8086821.558
1929,724041.1743,8085888.121
1930,433780.0495,8087961.736
1931,440463.2406,8087982.25
1932,491063.09,8088066.82
1933,524477.6248,8088054.145
1934,449053.4551,8088960.172
1935,482469.9622,8089015.994
1936,598952.3413,8088784.617
1937,604681.4676,8088756.155
1938,718330.4788,8087860.465
1939,402263.4691,8089745.34
1940,407992.7758,8089771.848
1941,459553.9998,8089938.37
